Food code;Main food description;Additional food description;WWEIA Category number;WWEIA Category description
71603040;Potato salad, made with Italian dressing;"vinegar and oil; vinaigrette; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing";6806;Mashed potatoes and white potato mixtures
71603045;Potato salad, made with light Italian dressing;"diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing";6806;Mashed potatoes and white potato mixtures
71603050;Potato salad, made with any type of fat free dressing;"fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing";6806;Mashed potatoes and white potato mixtures
71701000;Potato pancake;latkes;6806;Mashed potatoes and white potato mixtures
71701500;Lefse;Norwegian potato and flour pancake;6806;Mashed potatoes and white potato mixtures
71703990;Stewed potatoes;"papas guisadas; with or with out peel; with or without fat added";6806;Mashed potatoes and white potato mixtures
71704000;Stewed potatoes with tomatoes;papas guisadas con tomate;6806;Mashed potatoes and white potato mixtures
71801000;Soup, potato;"potato chowder; corn soup or chowder; Vichyssoise";3806;Soups, cream-based
71801005;Soup, potato with meat;potato chowder;3806;Soups, cream-based
71900100;Plantain, cooked, no added fat;"cooking spray; green banana";6418;Other starchy vegetables
71900200;Plantain, cooked with oil;"fried plantains; tostones; plantain, NFS; from restaurant; green banana";6418;Other starchy vegetables
71905000;Plantain, raw;green banana;6418;Other starchy vegetables
71905008;Plantain, cooked, fat added, NS as to fat type;"NS as to fat added; green banana";6418;Other starchy vegetables
71905100;Plantain, cooked with butter or margarine;"animal fat; shortening; green banana";6418;Other starchy vegetables
71905410;Plantain chips;;5004;Tortilla, corn, other chips
71930120;Cassava, cooked;"yuca blanca; with or without fat";6418;Other starchy vegetables
71930190;Yuca fries;;6430;Fried vegetables
71930200;Casabe, cassava bread;;4402;Biscuits, muffins, quick breads
71962040;Taro, cooked;"celeriac; dasheen; tannier";6418;Other starchy vegetables
71970200;Fufu;African dish;6418;Other starchy vegetables
71980200;Taro chips;;5004;Tortilla, corn, other chips
72101100;Beet greens, raw;;6411;Other dark green vegetables
72101220;Beet greens, cooked;with or without fat;6411;Other dark green vegetables
72103000;Broccoli raab, raw;"Broccoli rabe, raap, or rapini; broccolini";6407;Broccoli
72103030;Broccoli raab, cooked;"broccoli rabe, raap, or rapini; with or without fat; broccolini";6407;Broccoli
72104100;Chard, raw;;6411;Other dark green vegetables
72104220;Chard, cooked;with or without fat;6411;Other dark green vegetables
72107100;Collards, raw;collard greens;6411;Other dark green vegetables
72107211;Collards, fresh, cooked, no added fat;"collard greens; cooking spray";6411;Other dark green vegetables
72107212;Collards, frozen, cooked, no added fat;"collard greens; cooking spray";6411;Other dark green vegetables
72107220;Collards, NS as to form, cooked;;6411;Other dark green vegetables
72107221;Collards, fresh, cooked, fat added, NS as to fat type;"collard greens; NS as to fat added";6411;Other dark green vegetables
72107222;Collards, frozen, cooked, fat added, NS as to fat type;"collard greens; NS as to fat added";6411;Other dark green vegetables
72107227;Collards, fresh, cooked with oil;collard greens;6411;Other dark green vegetables
72107228;Collards, fresh, cooked with butter or margarine;"collard greens; animal fat; shortening; from restaurant";6411;Other dark green vegetables
72107230;Collards, frozen, cooked with oil;collard greens;6411;Other dark green vegetables
72107231;Collards, frozen, cooked with butter or margarine;"collard greens; animal fat; shortening";6411;Other dark green vegetables
72110100;Cress, raw;;6411;Other dark green vegetables
72110221;Cress, cooked;with or without fat;6411;Other dark green vegetables
72113100;Dandelion greens, raw;;6411;Other dark green vegetables
72113220;Dandelion greens, cooked;with or without fat;6411;Other dark green vegetables
72116000;Romaine lettuce, raw;"endive; chicory; escarole; green leaf";6410;Lettuce and lettuce salads
72116150;Caesar salad, with romaine, no dressing;Wendy's Caesar Side Salad;6410;Lettuce and lettuce salads
72116220;Escarole, cooked;"endive; with or without fat";6411;Other dark green vegetables
72118211;Greens, fresh, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72118212;Greens, frozen, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72118220;Greens, NS as to form, cooked;with or without fat;6411;Other dark green vegetables
72118221;Greens, fresh, cooked, fat added;"NS as to fat added; from restaurant";6411;Other dark green vegetables
72118222;Greens, frozen, cooked, fat added;NS as to fat added;6411;Other dark green vegetables
72118223;Greens, canned, cooked;collard, kale, mustard, and turnip;6411;Other dark green vegetables
72119190;Kale, raw;;6411;Other dark green vegetables
72119211;Kale, fresh, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72119212;Kale, frozen, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72119220;Kale, NS as to form, cooked;with or without fat;6411;Other dark green vegetables
72119221;Kale, fresh, cooked, fat added;"NS as to fat added; from restaurant";6411;Other dark green vegetables
72119222;Kale, frozen, cooked, fat added;NS as to fat added;6411;Other dark green vegetables
72120220;Lambsquarter, cooked;with or without fat;6411;Other dark green vegetables
72122100;Mustard greens, raw;;6411;Other dark green vegetables
72122211;Mustard greens, fresh, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72122212;Mustard greens, frozen, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72122220;Mustard greens, NS as to form, cooked;with or without fat;6411;Other dark green vegetables
72122221;Mustard greens, fresh, cooked, fat added;"NS as to fat added; from restaurant";6411;Other dark green vegetables
72122222;Mustard greens, frozen, cooked, fat added;NS as to fat added;6411;Other dark green vegetables
72123020;Poke greens, cooked;with or without fat;6411;Other dark green vegetables
72124100;Radicchio, raw;;6410;Lettuce and lettuce salads
72125100;Spinach, raw;;6409;Spinach
72125211;Spinach, fresh, cooked, no added fat;cooking spray;6409;Spinach
72125212;Spinach, frozen, cooked, no added fat;cooking spray;6409;Spinach
72125213;Spinach, canned, cooked, no added fat;cooking spray;6409;Spinach
72125217;Spinach, fresh, cooked with oil;;6409;Spinach
72125218;Spinach, fresh, cooked with butter or margarine;"animal fat; shortening; from restaurant";6409;Spinach
72125220;Spinach, NS as to form, cooked;with or without fat;6409;Spinach
72125221;Spinach, fresh, cooked, fat added, NS as to fat type;NS as to fat added;6409;Spinach
72125222;Spinach, frozen, cooked, fat added, NS as to fat type;NS as to fat added;6409;Spinach
72125223;Spinach, canned, cooked, fat added, NS as to fat type;NS as to fat added;6409;Spinach
72125224;Spinach, frozen, cooked with oil;;6409;Spinach
72125225;Spinach, frozen, cooked with butter or margarine;"animal fat; shortening";6409;Spinach
72125227;Spinach, canned, cooked with oil;;6409;Spinach
72125228;Spinach, canned, cooked with butter or margarine;"animal fat; shortening";6409;Spinach
72125230;Spinach, creamed;;6409;Spinach
72125240;Spinach souffle;;3104;Vegetable dishes
72125260;Spinach and cheese casserole;spinach casserole, NFS;3104;Vegetable dishes
72125310;Palak Paneer;"spinach or mustard greens with cottage cheese; Saagwala; Saag Paneer; Indian dish";3104;Vegetable dishes
72125500;Channa Saag;"Chana Shaag or Sagh; spinach and chickpeas; Indian";3104;Vegetable dishes
72126001;Taro leaves, cooked;"callaloo; calaloo; callilu; bhaji; with or without fat";6411;Other dark green vegetables
72128211;Turnip greens, fresh, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72128212;Turnip greens, frozen, cooked, no added fat;cooking spray;6411;Other dark green vegetables
72128220;Turrnip greens, NS as to form, cooked;with or without fat;6411;Other dark green vegetables
72128221;Turnip greens, fresh, cooked, fat added;"NS as to fat added; from restaurant";6411;Other dark green vegetables
72128222;Turnip greens, frozen, cooked, fat added;NS as to fat added;6411;Other dark green vegetables
72130100;Watercress, raw;;6411;Other dark green vegetables
72130201;Watercress, cooked;with or without fat;6411;Other dark green vegetables
72132201;Bitter melon, horseradish, jute, or radish leaves, cooked;with or without fat;6411;Other dark green vegetables
72133201;Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked;"swamp cabbage; with or without fat";6411;Other dark green vegetables
72201100;Broccoli, raw;;6407;Broccoli
72201190;Broccoli, cooked, from restaurant;;6407;Broccoli
72201211;Broccoli, fresh, cooked, no added fat;cooking spray;6407;Broccoli
72201212;Broccoli, frozen, cooked, no added fat;cooking spray;6407;Broccoli
72201220;Broccoli, NS as to form, cooked;with or without fat;6407;Broccoli
72201221;Broccoli, fresh, cooked, fat added, NS as to fat type;NS as to fat added;6407;Broccoli
72201222;Broccoli, frozen, cooked, fat added, NS as to fat type;NS as to fat added;6407;Broccoli
72201223;Broccoli, fresh, cooked with oil;;6407;Broccoli
72201224;Broccoli, fresh, cooked with butter or margarine;"animal fat; shortening";6407;Broccoli
72201226;Broccoli, frozen, cooked with oil;;6407;Broccoli
72201227;Broccoli, frozen, cooked with butter or margarine;"animal fat; shortening";6407;Broccoli
72202010;Broccoli casserole with noodles;cream sauce;3104;Vegetable dishes
72202020;Broccoli casserole with rice;mushroom sauce;3104;Vegetable dishes
72202030;Fried broccoli;"battered or breaded; broccoli bites";6430;Fried vegetables
72203000;Broccoli, chinese, raw;;6407;Broccoli
72203070;Broccoli, Chinese, cooked;with or without fat;6407;Broccoli
72302100;Soup, broccoli cheese;cheese soup;3806;Soups, cream-based
73101010;Carrots, raw;;6404;Carrots
73101110;Carrots, raw, salad;carrot-raisin salad;6432;Coleslaw, non-lettuce salads
73101210;Carrots, raw, salad with apples;vegetable and fruit salad, with carrot and apple;6432;Coleslaw, non-lettuce salads
73102190;Carrots, cooked, from restaurant;;6404;Carrots
73102211;Carrots, fresh, cooked, no added fat;cooking spray;6404;Carrots
73102212;Carrots, frozen, cooked, no added fat;cooking spray;6404;Carrots
73102213;Carrots, canned, cooked, no added fat;cooking spray;6404;Carrots
73102217;Carrots, fresh, cooked with oil;;6404;Carrots
73102218;Carrots, fresh, cooked with butter or margarine;"animal fat; shortening";6404;Carrots
73102220;Carrots, NS as to form, cooked;with or without fat;6404;Carrots
73102221;Carrots, fresh, cooked, fat added, NS as to fat type;NS as to fat added;6404;Carrots
73102222;Carrots, frozen, cooked, fat added, NS as to fat type;NS as to fat added;6404;Carrots
73102223;Carrots, canned, cooked, fat added, NS as to fat type;NS as to fat added;6404;Carrots
73102224;Carrots, frozen, cooked with oil;;6404;Carrots
73102225;Carrots, frozen, cooked with butter or margarine;"animal fat; shortening";6404;Carrots
73102227;Carrots, canned, cooked with oil;;6404;Carrots
73102228;Carrots, canned, cooked with butter or margarine;"animal fat; shortening";6404;Carrots
73102241;Carrots, glazed, cooked;;6404;Carrots
73103010;Carrots, canned, reduced sodium, cooked, no added fat;"cooking spray; no salt added";6404;Carrots
73103020;Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type;"Ns as to fat added; no salt added";6404;Carrots
73103021;Carrots, canned, reduced sodium, cooked with oil;no salt added;6404;Carrots
73103022;Carrots, canned, reduced sodium, cooked with butter or margarine;"animal fat; shortening; no salt added";6404;Carrots
73105000;Beet juice;;7008;Vegetable juice
73105010;Carrot juice, 100%;;7008;Vegetable juice
73111211;Peas and carrots, fresh, cooked, no added fat;cooking spray;6420;Other vegetables and combinations
73111212;Peas and carrots, frozen, cooked, no added fat;cooking spray;6420;Other vegetables and combinations
73111213;Peas and carrots, canned, cooked, no added fat;cooking spray;6420;Other vegetables and combinations
73111220;Peas and carrots, cooked, NS as to form;with or without fat;6420;Other vegetables and combinations
73111221;Peas and carrots, fresh, cooked, fat added;"NS as to fat added; from restaurant";6420;Other vegetables and combinations
73111222;Peas and carrots, frozen, cooked, fat added;NS as to fat added;6420;Other vegetables and combinations
